time,position_x,position_y,position_z,speed_ms,speed_kmh,forward_speed,sideways_speed,acceleration_ms2,yaw,yaw_rate,raw_steer_x,raw_throttle_y,raw_brake_z,steer_input,handlebar_angle,steer_rate,throttle,brake,is_grounded,harsh_brake,harsh_steer,high_side_slip,high_yaw_rate,risk_score
0.1416,185.1942,0.1262,102.7041,0.0047,0.0170,0.0000,0.0047,0.0333,277.8601,55.5114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,3.0840
0.4926,185.1942,0.0893,102.7041,0.0001,0.0002,0.0000,0.0001,-0.0132,277.8658,0.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0009
0.5806,185.1942,0.0893,102.7041,0.0001,0.0002,0.0000,0.0001,0.0000,277.8665,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0004
0.6334,185.1942,0.0893,102.7041,0.0001,0.0002,0.0000,0.0001,0.0000,277.8669,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0004
0.7014,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,-0.0010,277.8671,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
0.7583,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.8130,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.8685,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.9247,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.9802,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.0346,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.0909,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.1504,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.2012,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.2710,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.3416,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
1.3958,185.1942,0.0893,102.7041,0.0000,0.0000,0.0000,0.0000,0.0000,277.8671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
