time,position_x,position_y,position_z,speed_ms,speed_kmh,forward_speed,sideways_speed,acceleration_ms2,yaw,yaw_rate,raw_steer_x,raw_throttle_y,raw_brake_z,steer_input,handlebar_angle,steer_rate,throttle,brake,is_grounded,harsh_brake,harsh_steer,high_side_slip,high_yaw_rate,risk_score
0.1229,185.2042,0.1503,102.8923,0.0000,0.0000,0.0000,0.0000,0.0000,270.0000,0.0000,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.1862,185.2042,0.0866,102.8923,0.0002,0.0007,0.0000,0.0002,0.0029,270.0009,0.0145,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0008
0.2424,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,-0.0022,270.0012,0.0054,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.2988,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0016,0.0059,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.3545,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0019,0.0060,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.4095,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0022,0.0055,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.4654,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0025,0.0060,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.5513,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0031,0.0060,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.6043,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0034,0.0063,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0004
0.6597,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0037,0.0061,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.7154,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0040,0.0055,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
0.7709,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0043,0.0049,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.0026,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0055,0.0053,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.0795,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0059,0.0052,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.1347,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0062,0.0055,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.1933,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0065,0.0042,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.2462,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0067,0.0052,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.3024,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0070,0.0038,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.3574,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0072,0.0039,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.4133,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0074,0.0044,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.4683,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0076,0.0039,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.5232,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0078,0.0033,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.5796,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0080,0.0032,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.6498,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0082,0.0035,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.7062,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0085,0.0038,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.7606,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0087,0.0039,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.8164,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0089,0.0033,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.8720,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0090,0.0033,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.9277,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0092,0.0038,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.9834,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0095,0.0038,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.0391,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0096,0.0033,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.0949,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0098,0.0033,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.1507,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0101,0.0055,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.2063,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0104,0.0055,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.2639,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0107,0.0053,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.3178,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0110,0.0057,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.3738,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0113,0.0049,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.4287,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0116,0.0050,0.0146,-0.0968,0.3079,0.0000,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
