time,position_x,position_y,position_z,speed_ms,speed_kmh,forward_speed,sideways_speed,acceleration_ms2,yaw,yaw_rate,raw_steer_x,raw_throttle_y,raw_brake_z,steer_input,handlebar_angle,steer_rate,throttle,brake,is_grounded,harsh_brake,harsh_steer,high_side_slip,high_yaw_rate,risk_score
0.1290,185.2042,0.1424,102.8923,0.0000,0.0000,0.0000,0.0000,0.0000,270.0000,0.0000,-0.1203,-0.1046,0.3666,-0.2451,0.0000,0.0000,0.0000,0.0000,1,0,0,0,0,0.0000
0.2089,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0008,270.0010,0.0130,-0.1203,-0.1046,0.3666,-0.2836,-15.8271,198.2273,0.0000,0.0000,1,0,0,0,0,10.0007
0.2602,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,-0.0001,270.0013,0.0059,-0.1203,-0.1046,0.3666,-0.2933,-16.6898,16.8015,0.0000,0.0000,1,0,0,0,0,0.9337
0.3153,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0017,0.0061,-0.1203,-0.1046,0.3666,-0.2975,-17.2244,9.6948,0.0000,0.0000,1,0,0,0,0,0.5389
0.3711,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0020,0.0060,-0.1203,-0.1046,0.3666,-0.2993,-17.5782,6.3490,0.0000,0.0000,1,0,0,0,0,0.3531
0.4276,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0023,0.0059,-0.1203,-0.1046,0.3666,-0.3001,-17.7841,3.6396,0.0000,0.0000,1,0,0,0,0,0.2025
0.4828,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0027,0.0061,-0.1203,-0.1046,0.3666,-0.3004,-17.9016,2.1330,0.0000,0.0000,1,0,0,0,0,0.1188
0.5525,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0031,0.0052,-0.1203,-0.1046,0.3666,-0.3006,-17.9401,0.5509,0.0000,0.0000,1,0,0,0,0,0.0309
0.6079,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0034,0.0061,-0.1203,-0.1046,0.3666,-0.3006,-18.0163,1.3757,0.0000,0.0000,1,0,0,0,0,0.0768
0.6614,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0037,0.0063,-0.1203,-0.1046,0.3666,-0.3006,-18.0269,0.1993,0.0000,0.0000,1,0,0,0,0,0.0114
0.7189,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0040,0.0053,-0.1203,-0.1046,0.3666,-0.3006,-18.0326,0.0977,0.0000,0.0000,1,0,0,0,0,0.0057
0.7740,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0043,0.0050,-0.1203,-0.1046,0.3666,-0.3006,-18.0355,0.0531,0.0000,0.0000,1,0,0,0,0,0.0032
0.8361,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0046,0.0054,-0.1203,-0.1046,0.3666,-0.3006,-18.0370,0.0237,0.0000,0.0000,1,0,0,0,0,0.0016
1.1324,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0062,0.0054,-0.1203,-0.1046,0.3666,-0.3006,-18.0373,0.0011,0.0000,0.0000,1,0,0,0,0,0.0004
1.2003,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0065,0.0045,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0170,0.0000,0.0000,1,0,0,0,0,0.0012
1.2639,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0068,0.0043,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.3236,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0071,0.0046,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
1.3821,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0073,0.0031,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.4391,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0075,0.0037,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.4925,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0077,0.0040,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.5479,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0079,0.0039,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.6041,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0081,0.0038,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.6606,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0083,0.0027,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.7174,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0085,0.0038,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.7994,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0088,0.0037,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.8548,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0090,0.0039,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.9110,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0092,0.0038,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
1.9675,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0094,0.0032,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.0230,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0096,0.0039,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.0794,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0098,0.0032,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
2.1352,185.2043,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0101,0.0049,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.1907,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0104,0.0055,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.2466,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0107,0.0055,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.3342,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0111,0.0052,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.3883,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0114,0.0051,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.4429,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0117,0.0056,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.4970,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0120,0.0045,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.5524,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0123,0.0055,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.6070,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0126,0.0056,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.6630,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0129,0.0065,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0004
2.7183,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0133,0.0066,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0004
2.7770,185.2042,0.0864,102.8923,0.0001,0.0002,0.0000,0.0001,0.0000,270.0137,0.0062,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.8632,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0142,0.0057,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.9214,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0145,0.0063,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
2.9904,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0150,0.0062,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
3.0603,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0153,0.0044,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
3.1158,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0155,0.0044,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0002
3.1857,185.2042,0.0864,102.8924,0.0001,0.0002,0.0000,0.0001,0.0000,270.0159,0.0052,-0.1203,-0.1046,0.3666,-0.3006,-18.0385,0.0000,0.0000,0.0000,1,0,0,0,0,0.0003
